,name,ratings,review_count,ctype,years,hq,employees
222,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
223,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
224,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
225,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
226,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
227,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
228,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
229,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
230,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
231,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
232,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
233,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
234,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
235,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
236,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
237,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
238,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
239,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
240,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
241,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
242,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
243,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
244,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
245,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
246,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
247,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
248,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
249,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
250,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
251,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
252,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
253,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
254,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
255,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
256,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
257,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
258,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
259,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
260,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
261,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
262,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
263,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
264,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
265,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
266,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
267,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
268,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
269,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
270,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
271,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
272,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
273,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
274,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
275,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
276,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
277,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
278,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
279,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
280,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
281,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
282,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
283,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
284,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
285,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
286,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
287,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
288,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
289,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
290,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
291,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
292,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
293,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
294,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
295,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
296,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
297,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
298,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
299,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
300,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
301,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
302,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
303,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
304,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
305,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
306,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
307,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
308,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
309,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
310,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
311,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
312,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
313,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
314,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
315,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
316,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
317,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
318,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
319,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
320,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
321,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
322,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
323,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
324,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
325,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
326,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
327,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
328,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
329,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
330,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
331,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
332,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
333,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
334,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
335,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
336,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
337,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
338,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
339,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
340,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
341,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
342,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
343,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
344,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
345,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
346,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
347,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
348,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
349,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
350,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
351,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
352,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
353,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
354,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
355,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
356,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
357,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
358,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
359,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
360,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
361,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
362,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
363,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
364,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
365,HDFC Bank,3.9,(27.6k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1380 more",1 Lakh+ Employees (India)
366,Infosys,3.9,(25.9k Reviews),Public,42 years old,"Bengaluru/Bangalore,Karnataka + 132 more",1 Lakh+ Employees (India)
367,Capgemini,3.9,(24.3k Reviews),Public,56 years old,Paris + 81 more,1 Lakh+ Employees (India)
368,Tech Mahindra,3.7,(22.7k Reviews),Public,37 years old,"Pune,Maharashtra + 221 more",1 Lakh+ Employees (India)
369,Genpact,4.0,(22k Reviews),Public,26 years old,"New York,New York + 75 more",1 Lakh+ Employees (India)
370,HCLTech,3.8,(21.5k Reviews),Public,32 years old,"Noida,Uttar Pradesh + 147 more",1 Lakh+ Employees (India)
371,Axis Bank,3.9,(18.6k Reviews),Public,30 years old,"Mumbai,Maharashtra + 1194 more",50k-1 Lakh Employees (India)
372,Concentrix Corpo...,4.0,(17.4k Reviews),Public,40 years old,"Fremont,California + 77 more",10k-50k Employees (India)
373,IBM,4.1,(17.3k Reviews),Public,112 years old,"Armonk,New York + 127 more",50k-1 Lakh Employees (India)
374,Reliance Jio,4.0,(16.8k Reviews),Public,16 years old,"Navi Mumbai,Maharashtra + 1056 more",50k-1 Lakh Employees (India)
375,Amazon,4.2,(16.6k Reviews),Public,29 years old,"Seattle,Washington + 381 more",1 Lakh+ Employees (India)
376,Larsen & Toubro ...,4.0,(16k Reviews),Public,85 years old,"Mumbai,Maharashtra + 558 more",1 Lakh+ Employees (India)
377,HDB Financial Se...,4.0,(15.1k Reviews),Private,16 years old,"Ahmedabad,Gujrat + 859 more",10k-50k Employees (India)
378,Reliance Retail,4.0,(14.1k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 830 more",1 Lakh+ Employees (India)
379,Vodafone Idea,4.2,(13.9k Reviews),Public,5 years old,"Gandhinagar,Gujrat + 589 more",10k-50k Employees (India)
380,Teleperformance,3.6,(13.9k Reviews),Private,45 years old,Paris + 127 more,10k-50k Employees (India)
381,Deloitte,4.0,(11.7k Reviews),Private,178 years old,"London,United Kingdom + 138 more",50k-1 Lakh Employees (India)
382,Kotak Mahindra B...,3.8,(11.7k Reviews),Public,20 years old,"Mumbai,Maharashtra + 500 more",10k-50k Employees (India)
383,BYJU'S,3.2,(11.3k Reviews),Private,12 years old,"Bangalore,Karnataka + 282 more",1k-5k Employees (India)
384,Reliance Industr...,4.0,(11k Reviews),Public,50 years old,"Navi Mumbai,Maharashtra + 557 more",1 Lakh+ Employees (Global)
385,Bharti Airtel,4.1,(10.3k Reviews),Public,28 years old,"Gurgaon/Gurugram,Haryana + 570 more",10k-50k Employees (India)
386,Tata Motors,4.2,(9.6k Reviews),Public,78 years old,"Pune,Maharashtra + 401 more",50k-1 Lakh Employees (India)
387,Flipkart,4.1,(8.3k Reviews),Public,16 years old,"Bangalore,Karnataka + 481 more",10k-50k Employees (India)
388,WNS,3.6,(8k Reviews),Private,27 years old,"Mumbai,Maharashtra + 25 more",10k-50k Employees (India)
389,Ernst & Young,3.7,(8k Reviews),Private,21 years old,London + 80 more,10k-50k Employees (India)
390,TCS,3.8,(59.5k Reviews),Public,55 years old,"Mumbai,Maharashtra + 276 more",1 Lakh+ Employees (India)
391,Accenture,4.1,(38.1k Reviews),Public,34 years old,Dublin + 139 more,1 Lakh+ Employees (India)
392,Cognizant,3.9,(34.7k Reviews),Private,29 years old,Teaneck. New Jersey. + 109 more,1 Lakh+ Employees (India)
393,ICICI Bank,4.0,(28.4k Reviews),Public,29 years old,"Mumbai,Maharashtra + 1150 more",1 Lakh+ Employees (India)
394,Wipro,3.9,(28.1k Reviews),Public,78 years old,"Bangalore/Bengaluru,Karnataka + 235 more",1 Lakh+ Employees (India)
